Major Categories	2nd-tier	3rd-tier	Example
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring someone to repair house siding
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring a contractor
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	meeting with a contractor
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring/meeting with an architect
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	talking to/with electrician or plumber
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	paying to have your roof repaired
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	talking to/with the interior designer
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring someone to build an addition
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	talking to/with the contractor
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring appliance repairer
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	talking to/with computer technician
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring someone to fix your computer
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring movers
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	paying a contractor
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	talking to/meeting with movers
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	paying a plumber or electrician
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	paying a decorator
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring window washers
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring driveway pavers
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	01 Using home maint/repair/décor/construction svcs	hiring deck cleaners/refinishers
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	02 Waiting associated w/ home main/repair/décor/constr	waiting for architect
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	02 Waiting associated w/ home main/repair/décor/constr	waiting while repairs are made
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	02 Waiting associated w/ home main/repair/décor/constr	watching repair person
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	02 Waiting associated w/ home main/repair/décor/constr	watching movers
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	02 Waiting associated w/ home main/repair/décor/constr	waiting for cleaners to finish
09 Household Services	02 Home Maint/Repair/Decor/Construction (not done by self)	99 Using home maint/repair/décor/constr services, n.e.c.*	#N/A
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	attending animal obedience classes
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	hiring a pet trainer
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	hiring a pet sitter/walker
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	meeting with pet trainer
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	paying the pet sitter/walker
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	meeting with kennel caretakers
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	talking to/with animal trainer
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	talking to/with animal caretaker
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	talking to/with the groomer
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	paying the pet groomer
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	talking to/with the pet sitter
09 Household Services	03 Pet Services (not done by self, not vet)	01 Using pet services	paying the animal trainer
09 Household Services	03 Pet Services (not done by self, not vet)	02 Waiting associated with pet services	waiting for pet services
09 Household Services	03 Pet Services (not done by self, not vet)	02 Waiting associated with pet services	watching pet groomer
09 Household Services	03 Pet Services (not done by self, not vet)	02 Waiting associated with pet services	watching pet trainer
09 Household Services	03 Pet Services (not done by self, not vet)	99 Using pet services, n.e.c.*	#N/A
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	hiring a landscaper
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	talking to person who cuts your grass
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	hiring someone to water houseplants
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	hiring someone to water lawn/flowers
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	hiring someone to cut grass
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	hiring someone to shovel snow
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	meeting with landscaper
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	hiring someone to rake leaves
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	talking to/with a plant-sitter
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	paying the landscaper
09 Household Services	04 Lawn & Garden Services (not done by self)	01 Using lawn and garden services	talking to/with the landscaper
